pp_0000               6.3130110000E+06      1.9772840000E+06      1              3.0000000E-01
pp_0001               6.3146110000E+06      1.9772840000E+06      1              3.0000000E-01
pp_0002               6.3162110000E+06      1.9772840000E+06      1              3.0000000E-01
pp_0003               6.3178110000E+06      1.9772840000E+06      1              3.0000000E-01
pp_0004               6.3194110000E+06      1.9772840000E+06      1              3.0000000E-01
pp_0005               6.3146110000E+06      1.9756840000E+06      1              3.0000000E-01
pp_0006               6.3162110000E+06      1.9756840000E+06      1              3.0000000E-01
pp_0007               6.3178110000E+06      1.9756840000E+06      1              3.0000000E-01
pp_0008               6.3194110000E+06      1.9756840000E+06      1              3.0000000E-01
pp_0009               6.3130110000E+06      1.9740840000E+06      1              3.0000000E-01
pp_0010               6.3146110000E+06      1.9740840000E+06      1              3.0000000E-01
pp_0011               6.3162110000E+06      1.9740840000E+06      1              3.0000000E-01
pp_0012               6.3178110000E+06      1.9740840000E+06      1              3.0000000E-01
pp_0013               6.3130110000E+06      1.9724840000E+06      1              3.0000000E-01
pp_0014               6.3146110000E+06      1.9724840000E+06      1              3.0000000E-01
pp_0015               6.3162110000E+06      1.9724840000E+06      1              3.0000000E-01
pp_0016               6.3178110000E+06      1.9724840000E+06      1              3.0000000E-01
pp_0017               6.3146110000E+06      1.9708840000E+06      1              3.0000000E-01
pp_0018               6.3162110000E+06      1.9708840000E+06      1              3.0000000E-01
pp_0019               6.3178110000E+06      1.9708840000E+06      1              3.0000000E-01
pp_0020               6.3162110000E+06      1.9692840000E+06      1              3.0000000E-01
pp_0021               6.3178110000E+06      1.9692840000E+06      1              3.0000000E-01
pp_0022               6.3194110000E+06      1.9692840000E+06      1              3.0000000E-01
pp_0023               6.3162110000E+06      1.9676840000E+06      1              3.0000000E-01
pp_0024               6.3178110000E+06      1.9676840000E+06      1              3.0000000E-01
pp_0025               6.3194110000E+06      1.9676840000E+06      1              3.0000000E-01
pp_0026               6.3146110000E+06      1.9660840000E+06      1              3.0000000E-01
pp_0027               6.3162110000E+06      1.9660840000E+06      1              3.0000000E-01
pp_0028               6.3178110000E+06      1.9660840000E+06      1              3.0000000E-01
pp_0029               6.3146110000E+06      1.9644840000E+06      1              3.0000000E-01
pp_0030               6.3162110000E+06      1.9644840000E+06      1              3.0000000E-01
pp_0031               6.3178110000E+06      1.9644840000E+06      1              3.0000000E-01
pp_0032               6.3162110000E+06      1.9628840000E+06      1              3.0000000E-01
pp_0033               6.3162110000E+06      1.9612840000E+06      1              3.0000000E-01
pp_0034               6.3146110000E+06      1.9596840000E+06      1              3.0000000E-01
pp_0035               6.3162110000E+06      1.9596840000E+06      1              3.0000000E-01
pp_0036               6.3146110000E+06      1.9580840000E+06      1              3.0000000E-01
pp_0037               6.3162110000E+06      1.9580840000E+06      1              3.0000000E-01
pp_0038               6.3146110000E+06      1.9564840000E+06      1              3.0000000E-01
pp_0039               6.3162110000E+06      1.9564840000E+06      1              3.0000000E-01
pp_0040               6.3146110000E+06      1.9548840000E+06      1              3.0000000E-01
pp_0041               6.3162110000E+06      1.9548840000E+06      1              2.9958859E-01
pp_0042               6.3178110000E+06      1.9548840000E+06      1              3.0000000E-01
pp_0043               6.3146110000E+06      1.9532840000E+06      1              3.0000000E-01
pp_0044               6.3162110000E+06      1.9532840000E+06      1              3.0143154E-01
pp_0045               6.3178110000E+06      1.9532840000E+06      1              3.0000000E-01
pp_0046               6.3082110000E+06      1.9516840000E+06      1              2.3328698E-01
pp_0047               6.3098110000E+06      1.9516840000E+06      1              3.8651879E-01
pp_0048               6.3114110000E+06      1.9516840000E+06      1              3.2500153E-01
pp_0049               6.3130110000E+06      1.9516840000E+06      1              2.9982821E-01
pp_0050               6.3146110000E+06      1.9516840000E+06      1              3.0000000E-01
pp_0051               6.3162110000E+06      1.9516840000E+06      1              3.0000000E-01
pp_0052               6.3098110000E+06      1.9500840000E+06      1              3.4127258E-01
pp_0053               6.3130110000E+06      1.9500840000E+06      1              2.5635005E-01
pp_0054               6.3146110000E+06      1.9500840000E+06      1              2.8834974E-01
pp_0055               6.3002110000E+06      1.9484840000E+06      1              3.0266122E-01
pp_0056               6.3018110000E+06      1.9468840000E+06      1              3.0193887E-01
pp_0057               6.3034110000E+06      1.9468840000E+06      1              2.6996110E-01
pp_0058               6.3082110000E+06      1.9468840000E+06      1              2.0449543E-01
pp_0059               6.3034110000E+06      1.9452840000E+06      1              2.9916784E-01
pp_0060               6.3050110000E+06      1.9452840000E+06      1              2.9057705E-01
pp_0061               6.3066110000E+06      1.9452840000E+06      1              3.0675848E-01
pp_0062               6.3082110000E+06      1.9452840000E+06      1              3.0050287E-01
pp_0063               6.3098110000E+06      1.9452840000E+06      1              2.1396978E-01
pp_0064               6.3050110000E+06      1.9436840000E+06      1              3.7594502E-01
pp_0065               6.3066110000E+06      1.9436840000E+06      1              3.6991195E-01
pp_0066               6.3082110000E+06      1.9436840000E+06      1              3.0000000E-01
pp_0067               6.3098110000E+06      1.9436840000E+06      1              2.9949139E-01
pp_0068               6.3082110000E+06      1.9420840000E+06      1              3.1384024E-01
pp_0069               6.3098110000E+06      1.9420840000E+06      1              2.9908703E-01
